ANO,CO_MES,CO_PRDT,CO_GEO1,CO_GEO3,kt_true,kt_test,kt_test_lr,experiment_id,oc_true,oc_test,oc_proba
26,03,3102,2906501,999,,,,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,1.0,0.0,0.327
26,06,3102,2906501,999,5.550320148468018,6.396642175316811,5.962558281421661,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,1.0,1.0,0.68
26,09,3102,2906501,999,0.0,13.842348017692565,-5.920955665363294,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,0.0,0.0,0.28219047619047616
26,12,3102,2906501,999,0.0,7.272041301727295,5.399996778239373,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,0.0,1.0,0.5328333333333333
27,03,3102,2906501,999,0.0,3.5589386224746704,3.3010717082667984,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,0.0,1.0,0.6794999999999999
27,06,3102,2906501,999,5.002148151397705,5.47664748064677,4.728692519664763,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,1.0,1.0,0.81
27,09,3102,2906501,999,0.0,13.001952652931214,-8.832072466796973,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,0.0,0.0,0.11590259740259741
27,12,3102,2906501,999,3.270409107208252,7.281241850852966,4.945935352988863,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,1.0,1.0,0.5498333333333332
28,03,3102,2906501,999,0.0,3.5726062631607056,3.199341715993107,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,0.0,0.0,0.47091666666666676
28,06,3102,2906501,999,12.818822860717773,5.6486798821517406,4.619259049778894,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,1.0,1.0,0.95
28,09,3102,2906501,999,3.402614116668701,5.015683445930481,-11.743189268230665,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,1.0,1.0,0.9243095238095238
28,12,3102,2906501,999,0.0,4.071289849281311,1.2614999771118178,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,0.0,0.0,0.22425
29,03,3102,2906501,999,0.0,3.7648185968399046,3.097611723719415,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,0.0,0.0,0.23597619047619048
29,06,3102,2906501,999,0.0,6.871926728963853,7.472108684886585,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,0.0,1.0,0.96
29,09,3102,2906501,999,8.407686233520508,3.7012543892860412,2.89618216199667,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,1.0,1.0,0.788690476190476
29,12,3102,2906501,999,7.718074798583984,4.746693282127381,0.06776857376098633,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,1.0,1.0,0.7086904761904763
30,03,3102,2906501,999,5.3801140785217285,3.681514706611633,2.995881731445724,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,1.0,1.0,0.5868492063492061
30,06,3102,2906501,999,4.575997829437256,7.672979964256288,7.437881940061395,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,1.0,1.0,0.96
30,09,3102,2906501,999,8.35395336151123,6.257465817928314,5.9255994674273555,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,1.0,1.0,0.996
30,12,3102,2906501,999,7.815820217132568,6.47755829334259,6.637478358404976,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,1.0,1.0,0.955
31,03,3102,2906501,999,0.0,4.513116426467896,5.091660340627034,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,0.0,1.0,0.6207460317460316
31,06,3102,2906501,999,0.0,9.162954788605372,7.917652070522308,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,0.0,0.0,0.26
31,09,3102,2906501,999,9.400779724121094,12.33106770515442,7.690690180309991,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,1.0,1.0,0.9870833333333333
31,12,3102,2906501,999,0.0,7.592241168022156,7.548033943399787,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,0.0,0.0,0.41333333333333333
32,03,3102,2906501,999,13.226597785949707,4.1764545917510985,5.2628224690755205,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,1.0,1.0,0.5711865079365079
32,06,3102,2906501,999,0.0,5.906466010610262,8.241486259482123,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,0.0,0.0,0.01
32,09,3102,2906501,999,4.098238945007324,7.010789968967438,8.983842118135492,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,1.0,1.0,0.9755952380952381
32,12,3102,2906501,999,39.424739837646484,7.136262617111206,7.924653373658657,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,1.0,1.0,0.9191666666666667
33,03,3102,2906501,999,5.730420112609863,8.617857794761658,12.768938149724683,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,1.0,1.0,0.9058214285714286
33,06,3102,2906501,999,7.600557804107666,6.704040126125017,8.565320448441938,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,1.0,1.0,0.99
33,09,3102,2906501,999,22.40353775024414,8.694127960205078,7.559414910693323,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,1.0,1.0,0.691761904761905
33,12,3102,2906501,999,38.49583435058594,29.463932900428773,31.064097639632536,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,1.0,1.0,0.9677380952380952
34,03,3102,2906501,999,15.00292682647705,6.172761659622193,9.974030515421994,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,1.0,1.0,0.9225
34,06,3102,2906501,999,7.559999942779541,6.301122334718704,7.550846558112601,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,1.0,0.0,0.0
34,09,3102,2906501,999,0.0,10.90461510181427,14.784739132257215,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,0.0,1.0,0.6681428571428575
34,12,3102,2906501,999,59.88100051879883,22.54392304420471,39.2416039354661,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,1.0,1.0,0.6891666666666666
35,03,3102,2906501,999,4.474999904632568,8.474994339942931,13.304636812210084,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,1.0,1.0,0.9699523809523809
35,06,3102,2906501,999,30.77720069885254,9.075862422903379,7.641199588775635,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,1.0,1.0,0.99
35,09,3102,2906501,999,11.206134796142578,13.015906269550323,16.21842828329573,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,1.0,1.0,0.9625909090909092
35,12,3102,2906501,999,25.100000381469727,21.587524781227113,53.37476414867811,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,1.0,1.0,0.5543333333333333
36,03,3102,2906501,999,77.29073333740234,8.681992073059082,10.634996029734609,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,1.0,1.0,0.9823333333333335
36,06,3102,2906501,999,8.307923316955566,9.316277745246886,18.614334235296532,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,1.0,1.0,0.99
36,09,3102,2906501,999,8.0,9.004789156913757,16.402375627736582,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,1.0,1.0,0.5292301587301587
36,12,3102,2906501,999,28.3525390625,32.17148108959198,51.91217650490245,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,1.0,1.0,0.8548333333333332
37,03,3102,2906501,999,30.598678588867188,29.98661642074585,49.426948417936075,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,1.0,1.0,0.996
37,06,3102,2906501,999,15.361000061035156,7.376095888137815,16.01882014383797,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,1.0,1.0,1.0
37,09,3102,2906501,999,10.0,10.649730260372161,13.372440241478586,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,1.0,1.0,0.9856666666666665
37,12,3102,2906501,999,42.910579681396484,34.77435307502746,47.71539657957413,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,1.0,1.0,0.9925
38,03,3102,2906501,999,48.374969482421875,41.99744107246399,47.679421454179504,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,1.0,1.0,1.0
38,06,3102,2906501,999,51.91200256347656,22.690168349345523,16.353295583982728,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,1.0,1.0,1.0
38,09,3102,2906501,999,26.300979614257812,16.165780715942383,12.637864301602045,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,1.0,1.0,0.9941666666666665
38,12,3102,2906501,999,17.125011444091797,18.909332761764528,49.23765701001828,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,1.0,1.0,0.985
39,03,3102,2906501,999,17.449935913085938,23.01827188014984,54.27781265779845,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,1.0,1.0,0.9783333333333333
39,06,3102,2906501,999,29.152864456176758,30.878100913842516,36.285092987512286,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,1.0,1.0,1.0
39,09,3102,2906501,999,62.247562408447266,21.861444697380065,17.98177951091045,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,1.0,1.0,0.9975
39,12,3102,2906501,999,70.4331283569336,52.119374923706054,40.09295685852276,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,1.0,1.0,0.986
40,03,3102,2906501,999,30.234689712524414,30.43929343700409,45.280854789672375,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,1.0,1.0,1.0
40,06,3102,2906501,999,42.62873840332031,32.25748631457487,37.52175658690828,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,1.0,1.0,1.0
40,09,3102,2906501,999,56.601318359375,41.52445871114731,37.298203267277884,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,1.0,1.0,0.6107777777777779
40,12,3102,2906501,999,65.20100402832031,56.09685543060303,50.68774544808173,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,1.0,1.0,0.9666666666666666
41,03,3102,2906501,999,,35.0671288061142,43.26977344353996,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,,1.0,0.7766666666666666
41,06,3102,2906501,999,,23.27282267014186,46.856414607592995,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,,1.0,1.0
41,09,3102,2906501,999,,42.086297845840456,50.296894709269225,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,,1.0,0.8196785714285717
41,12,3102,2906501,999,,23.839109711647033,53.92616584565906,8a8180d6-5bf8-44d9-943d-4b5bd71925aa,,1.0,0.75
